246 128
0 0.024785655 0.22414081 0.51175624 -0.07886874 0.09974008 0.4966016 -0.08944082 0.03145957 -0.0263021 0.701604 0.31460568 -0.11485859 0.06439613 -0.048804514 -0.08753136 -0.023261745 0.46179473 0.3930034 0.43340582 -0.1231359 -0.083067514 -0.08544407 -0.0515584 -0.052261103 -0.019220727 -0.10177894 0.23543645 -0.08653275 -0.022936087 0.010606267 0.37393194 0.8040793 -0.01045826 1.2501101 -0.14813508 -0.11695963 -0.07867212 -0.11731201 0.4063118 0.35418078 -0.055582233 -0.06478002 0.30888924 -0.110412136 -0.0068629594 -0.123354234 -0.073943056 -0.026572073 -0.028761772 -0.026570013 -0.14028972 0.21019545 0.10749589 -0.043392178 -0.03734835 0.005077921 0.5578911 -0.08041891 -0.04005557 -0.021239754 -0.043977924 0.20424688 0.74311113 0.34022927 0.28853464 0.7893233 0.047371365 -0.021282872 -0.15751243 -0.050392337 -0.022536492 -0.18794785 -0.05957168 0.83620834 -0.15563864 -0.056406416 -0.08230232 -0.10541711 -0.1261786 0.006278081 0.94506973 -0.06975641 0.7706594 -0.09227959 -0.026773488 -0.10758723 -0.029046807 1.1045384 0.47771692 0.20780142 -0.1838971 0.016207358 -0.019103767 0.11841391 -0.12882851 -0.02229538 -0.04322703 -0.026877418 0.10601041 0.41228288 -0.015326679 -0.12900825 -0.08848604 -0.051743817 -0.047360986 0.2573232 -0.03687101 0.58897525 -0.1148602 0.86942655 -0.038483273 -0.04971462 0.18454793 0.109087825 -0.008239125 -0.05518492 -0.062863566 -0.0064961403 -0.14155959 -0.06429663 -0.026713297 -0.017328847 -0.07015299 -0.060937084 0.16146857 -0.0034580831 0.4192473 0.21117207
1 0.06250905 -0.03517593 -0.06623801 -0.08937142 0.17496991 -0.09840454 0.18853065 -0.044084202 -0.07869827 -0.014367426 0.9864989 -0.10178097 -0.03476965 -0.019701803 -0.029194554 -0.014186111 0.6220792 -0.06759662 -0.027057618 -0.05679828 0.16717161 -0.12069788 -0.013434651 -0.09620959 0.015711028 -0.0774194 -0.055312753 -0.051003374 -0.10418133 -0.11708518 -0.0362604 -0.027945423 -0.025667176 0.51467377 0.7654074 -0.14660417 -0.09837065 -0.040944275 0.115114644 -0.0004738413 -0.00054444076 -0.11642597 0.027433014 -0.07566389 -0.019923365 -0.037054215 -0.03584146 -0.052570082 0.15483172 -0.08929005 -0.11018664 -0.059674095 -0.06644616 -0.0008721884 -0.058458425 -0.05896476 -0.08252492 -0.0011752204 0.07718543 0.24589789 -0.035204865 0.29190177 -0.007296814 0.4416329 0.082339615 -0.009885865 0.57514405 0.077968016 -0.0004506968 -0.095448695 -0.024170784 -0.07259901 -0.100656524 0.47211426 -0.08635505 0.4998664 -0.05417752 -0.06014047 -0.050324317 -0.06760087 -0.036144003 -0.0448824 0.25935802 0.36133754 -0.014639487 -0.13741824 -0.06653523 0.65577906 0.4541283 -0.06599688 -0.11714108 0.4700202 0.50164056 0.35308847 -0.011253427 0.5979331 0.18702233 -0.014496505 0.03839949 -0.089184195 -0.026452092 -0.06013922 -0.035921197 -0.061455008 -0.06884922 0.3046804 -0.059738565 -0.0025468215 -0.11331778 0.11203226 0.15879776 -0.028375397 0.5879515 -0.05366357 0.2237672 0.07487585 0.39283624 -0.039178178 -0.10989101 -0.13045833 0.3410576 0.012694646 -0.104020946 -0.078438856 0.38087732 -0.0044487994 0.5166257 0.48324957
2 0.020402478 0.050645106 0.0031314678 0.038551446 0.00017417222 -0.0012544707 -0.0030724432 0.026298253 0.03402722 0.023051452 0.019081542 0.022528905 -0.00013993755 0.057740103 -0.002956563 0.024663858 0.03160815 0.02663563 0.051135 0.030392956 0.018737223 0.009963296 0.04977394 -0.001941377 0.029583624 0.012069887 -0.0033305318 0.033420436 -0.0049636783 -0.009129929 -0.0047827126 0.008431178 0.046636265 -0.0026805853 0.028719116 -0.00018798784 0.040074646 -0.0033114788 0.021559726 -0.0031803714 -0.0011345148 0.025340354 0.0016953908 0.052145388 -0.00024092999 0.028129935 0.03602891 -0.0065987827 0.050236233 0.019634178 -0.000123417 0.0070254337 0.01058126 0.033873066 0.03758145 -0.012655431 0.013010066 0.027420014 -0.0031609708 0.016731722 -0.0057482645 0.03394512 -0.0018759258 0.033777405 0.07899165 0.013002047 -0.00852485 0.036295816 0.028309409 0.008135043 0.021905769 0.03818485 0.029226528 0.039446183 0.019175852 -0.005544621 0.00875777 0.041310318 0.031059278 0.023219673 0.023683038 -0.008366611 0.03530661 0.052706953 0.010779218 -0.00978682 0.015150789 0.016620085 0.024492607 0.04229199 0.05212678 0.04450573 0.0023254286 -0.0032797286 0.028082812 0.015372641 0.047423728 0.037320368 0.042750113 -0.0045358725 0.025988676 0.04217517 0.08138388 0.020014996 0.037207678 -0.009340695 -0.0005008431 0.045033917 0.022710063 0.010918725 0.045425326 -0.009391955 0.038054585 0.008284116 0.00013881177 0.03768065 0.018692879 0.00314226 0.048296835 0.037240498 0.0048025064 0.014231192 0.042385302 0.023602137 0.03198144 0.02194392 -0.0011078413 0.020830996
79 -0.075948186 0.31575784 -0.06409525 -0.10850167 0.09767915 -0.058672447 -0.01356628 0.07707019 -0.03532225 -0.018139172 -0.012576604 -0.03470176 -0.009464484 -0.031204356 -0.05731323 -0.0034697205 0.032474957 -0.049204044 0.5992485 -0.03705466 -0.021918952 0.30984306 0.047458053 -0.1096256 0.10443887 0.012619549 -0.08312805 0.5453601 -0.018729495 -0.06146691 -0.1238413 0.03409117 0.25375864 -0.014181616 0.47853988 0.023585953 0.106803216 -0.030319368 0.17231636 0.6498363 0.12378541 -0.016723221 -0.058476623 0.508416 0.15253386 0.40943912 -0.057553794 -0.011983441 0.13905978 -0.04272212 -0.06864984 -0.042312592 -0.03013581 -0.08010561 0.24580091 -0.058785647 0.7234259 -0.043021988 -0.032203224 0.021255685 -0.1134568 0.34458062 -0.07503249 -0.08212172 0.29317045 -0.06657554 -0.15095054 0.06758796 0.1188326 -0.04170269 1.0976574 0.07031656 -0.039516818 -0.039642747 -0.044620022 -0.028410176 0.003088003 0.2503962 0.33543617 0.0982714 -0.04624198 -0.097806446 0.0183358 -0.034089826 -0.012288761 -0.15992214 -0.061094414 -0.0044135726 0.015951846 -0.0011585084 -0.00012568198 -0.08358539 0.28383386 0.03950292 0.19946176 -0.047340456 -0.051477637 -0.010752953 -0.015039081 0.57258534 -0.04646823 0.086862855 0.2581959 -0.026644781 0.19930029 0.38425824 -0.037839126 0.46725434 -0.026769036 -0.0038273463 0.006100761 0.0097817555 0.023579864 -0.03184483 0.13276424 0.110654026 -0.016544422 -0.043344535 0.13776606 0.22216627 -0.062611915 -0.16628473 -0.04755988 0.36280957 -0.039243206 0.23793826 -0.01815106 0.4148933
55 -0.03895729 0.52355576 0.035267353 -0.09919172 -0.0826828 -0.016293854 -0.110706605 0.48967302 0.26338643 0.67819965 0.1254578 -0.09635377 0.7144509 0.923333 -0.0029554267 -0.0692307 -0.018765284 -0.006097478 -0.007921469 0.15439694 0.15870856 0.43900153 0.9193023 0.40697843 -0.013940543 0.040482327 0.055917587 -0.0768887 -0.096267805 -0.10544679 -0.06513802 -0.08701399 0.7307937 -0.04677853 -0.028094053 0.008965626 0.2970985 -0.035056245 0.1505941 -0.040260993 0.08588626 -0.013323823 -0.03114129 0.47975972 0.38345143 0.15346448 0.2633161 -0.11442681 0.11007453 -0.04413113 -0.09286813 -0.12328891 -0.06544911 0.056973085 0.17132731 -0.1488179 -0.030273188 -0.047935605 -0.086873114 -0.10145553 -0.11205804 0.7799616 -0.08825806 0.11264729 0.69458854 -0.015718952 -0.14775339 0.47187027 0.12280655 -0.01123212 0.29642206 0.42001194 0.09636977 -0.0043749735 -0.086660944 -0.13390154 0.015506981 0.27357405 -0.007161747 -0.020612871 0.18840909 -0.12833792 0.13499787 0.38134274 -0.07150315 -0.19672641 0.07176589 0.364885 -0.07126438 0.4393694 0.275091 0.26291785 -0.033215918 -0.03046321 0.27224177 -0.02043867 0.20113897 0.21836956 0.42605385 -0.052027542 -0.028791552 0.10501558 0.96089715 -0.01881695 -0.06549927 -0.073538736 -0.07186529 0.99610204 -0.07233267 0.07061245 0.045856155 0.21664572 0.118965864 -0.11004218 0.16182014 0.8344264 -0.017008541 -0.020590583 0.012617025 -0.023648765 0.31566226 0.0024578217 0.05405858 0.3893031 0.42933053 -0.14381063 -0.017612612 0.27119812
57 -0.067120634 0.18041672 -0.026686912 -0.1262461 -0.08683359 -0.06053964 -0.063941784 0.28270683 -0.030874735 0.31457245 -0.0072771357 -0.098534286 0.16119942 0.548824 0.08495859 -0.06419875 -0.06589553 -0.0915563 -0.011945016 -0.014402628 -0.014794397 0.3066088 -0.0068771066 0.12367045 0.0863719 -0.049143635 0.24255566 -0.035230797 -0.09365226 -0.1705097 -0.030841831 -0.111840725 0.24656536 -0.089908384 -0.058757354 -0.04064854 -0.01761625 -0.13196702 0.025008976 -0.0061419536 0.0068701357 -0.0946557 -0.0824767 0.2148058 0.16376826 -0.021484107 -0.047682267 -0.07075489 0.037407763 -0.09306716 -0.093200296 -0.08724649 -0.04626611 -0.012006514 -0.035420734 -0.088935606 -0.049984165 -0.089905486 -0.107180476 -0.07003744 -0.109949544 1.0937024 -0.10569822 -0.008670606 0.44580805 -0.033077236 -0.06971126 0.34607002 -0.030620504 -0.08617949 0.01873554 0.34204102 -0.0140708685 -0.00426593 -0.101523876 -0.09329077 -0.06726625 -0.010172148 -0.005198197 -0.017035445 0.013659321 -0.044638917 0.00047767162 0.07686763 -0.058755826 -0.15859422 -0.06705028 0.2404753 -0.034118675 0.09381572 0.13772129 -0.04044978 -0.02961103 -0.09788329 -0.030707821 -0.045826253 0.045367707 -0.014912436 0.38478985 -0.010656673 -0.049522504 -0.045051675 0.494454 -0.057380844 -0.04377534 -0.018121317 -0.04169685 0.73563546 -0.042029865 -0.0072353757 -0.014581034 0.42390728 -0.00010617562 -0.05548072 0.20470196 0.38101998 -0.03214609 -0.06379183 -0.036183085 -0.015158707 0.14997499 -0.07226977 -0.07180238 -0.001969151 -0.004742247 -0.08854076 0.14523733 0.029096304
59 -0.027328352 0.707868 -0.06800496 -0.06154695 -0.010016675 -0.028070454 -0.09614115 0.48816168 0.04237844 0.47640336 0.05684001 -0.05670957 0.3574505 0.38499796 -0.026246114 -0.037843745 -0.08825617 0.008753523 0.18618245 -0.013401099 0.2295091 0.38795492 0.6168203 0.148094 -0.009356091 -0.011971724 0.09165327 0.040771097 -0.06192434 -0.062095452 0.08972466 0.111516744 0.36865383 0.03241943 0.103268705 0.16647774 0.34077102 -0.043456018 0.3891188 -0.003035589 -0.0032252537 -0.033996988 -0.039038565 0.39055663 0.22883806 -0.0063533313 0.47640765 -0.10366684 0.14904185 0.17210963 -0.084147535 -0.11773517 0.022774495 -0.0498727 0.59497154 -0.101368785 0.18094593 -0.032370057 -0.07448887 -0.084139675 -0.06901487 0.6963574 -0.07346084 0.053108245 0.94405854 -0.030427739 -0.14482737 0.11718026 -0.012944768 -0.06958714 0.6540245 0.08749018 0.065289184 -0.015712932 -0.050997104 -0.11523857 -0.03715838 -7.000957e-05 0.04391004 -0.008636131 0.05754178 -0.04379869 -0.023131927 0.13122754 -0.056990933 -0.16449174 -0.010158022 0.15615258 -0.0012429288 0.17546402 -0.032353353 0.031062527 -0.010302315 -0.032685384 0.14719397 0.02080502 -0.025073329 0.34681773 0.11652993 0.10816729 0.15205121 0.24918446 0.3298202 -0.0036175083 -0.016593687 -0.034660604 -0.061384823 0.56711996 -0.003531132 0.04029236 0.032883197 0.08362561 0.06602037 -0.053796764 0.39084285 0.31708318 -0.036760326 -0.018242612 0.535967 0.07281612 0.038145155 -0.019590886 0.089145735 0.47048032 0.039662644 -0.088132136 -0.010465656 0.37319428
65 -0.056693282 -0.002442209 -0.047949363 -0.06342988 -0.0049282447 -0.042577785 -0.018787615 0.03161963 -0.030097801 0.06454338 -0.013877854 -0.0709802 0.10627848 -0.019374425 -0.006788467 -0.029376928 -0.019746974 -0.037213724 0.0080969455 -0.005095543 -0.01910679 0.13036163 0.2507547 -0.0034674834 -0.021924024 -0.028105488 0.09575339 0.256845 -0.014189866 -0.05993959 0.0062621087 -0.0026271387 0.064948946 -0.043332648 -0.0059823813 -0.0059057474 -0.0074642706 -0.04101402 -0.008280252 0.4394472 0.11458778 -0.027234724 -0.02559273 0.09559278 0.1305936 0.12765752 -0.018941602 -0.0033587364 0.17669995 -0.017114164 -0.047019333 -0.04334862 -0.035141792 -0.04827581 0.07093089 -0.024689585 0.05181545 -0.017054874 -0.019434346 -0.04186818 -0.04537135 0.34419832 -0.050816417 -0.021390354 0.19119747 -0.027382776 -0.034104336 0.097893775 0.011810239 -0.02693413 0.30635646 -0.010462135 -0.004335213 -0.02347828 -0.020086816 -0.008796179 0.02882892 0.025304735 0.09224745 -0.01149192 -0.029698977 -0.018175228 -0.027898688 0.03634818 -0.024663221 -0.06812985 -0.028257823 -0.015024605 0.036784206 -0.04291306 0.018236207 -0.039535664 -0.005977858 -0.00018502884 0.016855808 -0.02108851 -0.019963384 -0.0053254254 -0.0021926777 0.09901257 -0.03328731 0.111698 0.08387115 -0.03373595 0.11445775 -0.013116888 -0.02405568 0.12078381 -0.01852172 -0.031283077 -0.0028887067 0.0025230204 -0.0030366112 -0.02727057 0.16598485 0.037216045 -0.041904185 -0.0149947 -0.010426287 -0.014210171 -0.021010222 -0.063021414 -0.025441019 0.12154702 -0.020081032 -0.0020930003 -0.0029179433 0.23964345
67 -0.04783874 0.02528601 -0.0334355 -0.05775566 0.108096235 -0.003871368 -0.024842916 0.064509556 -0.0022191878 0.108992875 -0.015869467 -0.049879026 -0.0015763656 -0.0064520957 -0.014229255 -0.0076836483 -0.0060983934 -0.024618631 0.14338697 0.08612064 -0.011709333 0.13090026 0.26470137 -0.029880488 -0.026030326 0.011634527 -0.005318505 0.053680696 -0.013739011 -0.05262449 -0.02847243 0.0070889667 0.2529676 -0.028817995 -0.00017395457 0.15244773 0.07017503 -0.0393599 0.093978584 0.20274717 -0.0013949238 -0.0008591413 -0.018686337 0.24646239 0.08202827 0.15539758 -0.008452022 -0.029578105 0.1531845 -0.012839871 -0.039748635 -0.030423284 -0.038416356 -0.025887674 0.1669746 -0.028355002 0.2686604 -0.02294201 -0.053973477 -0.039897624 -0.040839326 0.21958652 -0.032951668 0.009988477 0.22288626 -0.025470525 -0.04126302 0.160453 0.051453505 0.010748243 0.3862051 0.03328269 0.017107962 -0.024112478 -0.037191756 -0.016678806 -0.013186767 0.14253505 0.04632902 0.04597211 -0.030797893 -0.034868833 -0.021296104 0.11359372 -0.020556351 -0.055444118 -0.012101935 0.030454896 -0.017118275 -0.0036028847 -0.005075332 -0.022465462 -0.014001265 0.0062276516 0.088034004 -0.021610145 -0.018158296 0.061405677 0.15366247 0.18564898 -0.03642241 0.11457336 0.25194535 -0.017764885 0.15290599 -0.009410863 -0.017671268 0.2509159 -0.024689933 -0.034863092 0.00057170354 0.10974828 -0.0007967405 -0.02636439 0.19003469 -0.0026209764 -0.019493515 -0.0039897994 0.20217955 0.019372234 -0.008163949 -0.05554542 -0.029924352 0.18397918 -0.02418073 -0.0072117285 0.009202199 0.16372149
36 -0.015015698 0.17898746 0.17211312 -0.035966113 -0.032340623 0.16844852 -0.037432946 0.0042355303 0.069629125 0.19872405 -0.002768473 -0.07247019 -0.012722211 -0.012534136 -0.042027365 0.1965714 0.11479978 0.14833957 0.27095544 0.2568419 0.00794965 0.08303344 0.44897658 -0.023494547 -0.038461443 0.15615691 -0.022558048 0.027295088 -0.010199959 -0.012051456 -0.07358009 0.3998033 0.6395793 0.39454877 -0.023337973 0.09147874 -0.007582176 -0.02572362 0.41066712 0.49168786 -0.0012269489 -0.007619889 0.23940358 0.04198284 -0.012569385 0.029424343 -0.012029597 -0.038970012 0.11490037 0.3132083 -0.0864725 0.12048713 -0.018121565 -0.023701264 0.51516515 -0.049115103 0.62912 -0.0181729 0.185119 -0.020431474 -0.02928563 0.028954377 -0.0062349276 0.7495472 0.2703264 0.47407818 -0.07850313 0.13054834 -0.019661142 -0.02340444 0.30444065 -0.04672809 0.05180268 0.17929484 -0.059496332 0.070073724 0.02839349 0.044825718 -0.002619222 0.22180045 0.12658918 -0.057825696 0.21072212 0.06622578 -0.0104221385 -0.08185943 -0.005577373 0.20063865 0.024278246 -0.007450608 0.023092529 0.11923975 0.060193546 0.27657315 0.07936825 0.08161986 -0.027658839 0.02243527 0.12353414 0.37683603 -0.038670845 -0.018241448 0.06910174 0.06842149 0.36641368 -0.03574355 0.057554647 0.6139112 -0.028289545 0.16576365 -0.0015738733 -0.038241137 0.09976606 0.043829866 0.21269266 -0.0067289933 -0.03643749 0.1326039 0.04912316 -0.013709414 0.11079053 -0.038060542 -0.026430598 -0.016123848 0.13288774 -0.01985189 -0.0058572604 -0.006347675
